model,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,brier_mean,brier_std
hist_gradient_boosting,0.6704555152711951,0.0037761787353993706,0.22971827741134554,0.007550967546223001,0.09607219785880625,0.00036400879235433934
logistic_regression,0.6599234344073637,0.0039246900335090495,0.21172871545066005,0.007911687591883156,0.09717426637675307,0.00041111143215144937
