contacted_share,precision,recall,lift
0.1,0.27617602427921095,0.24331550802139038,2.4335242994976998
0.2,0.22376738305941846,0.39438502673796794,1.9717256975195547
0.3,0.19706675657451111,0.5209447415329769,1.7364531986398433
